ResponseDate,CompletionDate,Q1_PropertyType,Q2_LastContact,Q3_RateQuality_City staff treated me fairly and with respect.,Q3_RateQuality_City staff were knowledgeable.,Q3_RateQuality_City staff went the extra mile to make sure I got what I needed.,Q3_RateQuality_I received a response to my inquiry in a timely manner.,Q3_RateQuality_The response I received provided me with the information I required.,"Q3_RateQuality_Overall, I was satisfied with the quality of customer service I received.",Q4a_Experience,OSType,DeviceType,BrowserType,Q3_Own_Rent (Study: Profiling Questionnaire 2014),GENDER (Study: Profiling Questionnaire 2014),Q7_Children (Study: Profiling Questionnaire 2014),Q8_Born_Canada (Study: Profiling Questionnaire 2014),Q9a_Edmonton (Study: Profiling Questionnaire 2014),Q10_Own_Business (Study: Profiling Questionnaire 2014),Q11_Home_Language (Study: Profiling Questionnaire 2014),Q12_Employment_Status (Study: Profiling Questionnaire 2014),Q13_Volunteer (Study: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Study: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Study: Profiling Questionnaire 2014),Q15_Household_Income (Study: Profiling Questionnaire 2014),Q16_Education (Study: Profiling Questionnaire 2014),Q17_City_Employee (Study: Profiling Questionnaire 2014),FSA (Study: Profiling Questionnaire 2014),Age_Rollup_Detailed (Study: Profiling Questionnaire 2014)
02/10/2015 10:45:00 PM,02/10/2015 11:07:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Bicycle,Prefer not to answer,Post-graduate degree,No,T6J,55-59
02/15/2015 03:32:00 PM,02/15/2015 03:48:00 PM,Residential property,Within the last year,4 Somewhat Agree,3 Neither,3 Neither,2 Somewhat Disagree,3 Neither,4 Somewhat Agree,Don't know,iOS,Phone,Safari,,,,,,,,,,,,,,,,Did not answer
02/13/2015 10:35:00 AM,02/13/2015 10:53:00 AM,Residential property,Within the last 3 months,5 Strongly Agree,5 Strongly Agree,3 Neither,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,Positive,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$80,000 to $99,999",University undergraduate degree,No,T6M,60-64
02/10/2015 04:07:00 PM,02/10/2015 04:26:00 PM,Residential property,I don't recall,,,,,,,,Windows,Desktop,Firefox,Rent,Female,No,Yes,Less than 1 year,No,English,Unemployed,No,Car/truck/Van as DRIVER,Car/truck/Van as DRIVER,"$20,000 to $29,999",College / technical school graduate,No,T5L,45-49
02/10/2015 10:25:00 AM,02/10/2015 10:39:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,Homemaker,No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$100,000 to $149,000",Post-graduate degree,No,T5P,45-49
02/10/2015 07:44:00 PM,02/10/2015 07:51:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",High school graduate,No,T6K,50-54
02/10/2015 09:01:00 PM,02/10/2015 09:20:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",College / technical school graduate,No,T5Y,35-39
02/12/2015 12:18:00 PM,02/12/2015 12:29:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Firefox,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",College / technical school graduate,No,T5Y,30-34
02/10/2015 04:03:00 PM,02/10/2015 04:30:00 PM,Residential property,Within the last 3 months,5 Strongly Agree,5 Strongly Agree,3 Neither,5 Strongly Agree,5 Strongly Agree,5 Strongly Agree,Positive,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,Post-graduate degree,No,T6R,70-74
02/10/2015 07:49:00 PM,02/10/2015 08:01:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",Post-graduate degree,No,T5Z,55-59
02/17/2015 10:14:00 PM,02/17/2015 10:37:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",High school graduate,No,T5M,60-64
02/10/2015 06:07:00 PM,02/10/2015 06:12:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$60,000 to $79,999",College / technical school graduate,No,T5G,35-39
02/10/2015 10:51:00 PM,02/10/2015 11:15:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,Yes,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$60,000 to $79,999",University undergraduate degree,No,T6T,25-29
02/13/2015 12:57:00 PM,02/13/2015 01:09:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$60,000 to $79,999",University undergraduate degree,No,T6H,45-49
02/10/2015 06:04:00 PM,02/10/2015 06:12:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$150,000 and over",High school graduate,No,T6R,70-74
02/10/2015 06:47:00 PM,02/10/2015 06:52:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$80,000 to $99,999",College / technical school graduate,No,T5T,50-54
02/12/2015 04:11:00 PM,02/12/2015 04:17:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",University undergraduate degree,No,T5N,35-39
02/10/2015 04:51:00 PM,02/10/2015 05:00:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",College / technical school graduate,No,T5A,30-34
02/15/2015 09:15:00 PM,02/15/2015 09:35:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,Yes,English,Other (Specify),Yes,Walk,Public Transit,Prefer not to answer,Post-graduate degree,No,T6G,35-39
02/11/2015 10:10:00 AM,02/11/2015 10:22:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,"Under $20,000",High school graduate,No,T5W,70-74
02/11/2015 10:55:00 AM,02/11/2015 11:02:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Walk,"$50,000 to $59,999",College / technical school graduate,No,T5A,45-49
02/10/2015 06:05:00 PM,02/10/2015 06:17:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",College / technical school graduate,No,T6X,55-59
02/10/2015 06:43:00 PM,02/10/2015 07:00:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Safari,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",University undergraduate degree,Yes,T6C,30-34
02/15/2015 04:09:00 PM,02/15/2015 04:17:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,Yes,English,Employed part-time (0-30 hours a week),No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,University undergraduate degree,No,T5E,35-39
02/13/2015 08:48:00 PM,02/13/2015 09:02:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,Yes,English,Retired,Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,University undergraduate degree,Prefer not to say,T5Y,70-74
02/13/2015 03:58:00 PM,02/13/2015 04:07:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",University undergraduate degree,Yes,T6B,40-44
02/12/2015 10:11:00 PM,02/12/2015 10:24:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",University undergraduate degree,No,T6A,70-74
02/10/2015 11:39:00 PM,02/10/2015 11:52:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Internet Explorer,Rent,Male,No,No,Greater than 5 years,No,English,Retired,Yes,Public Transit,Walk,"$20,000 to $29,999",Post-graduate degree,No,T6A,70-74
02/12/2015 07:59:00 PM,02/12/2015 08:09:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Car/truck/Van as DRIVER,"$80,000 to $99,999",High school graduate,Yes,T6H,50-54
02/10/2015 05:27:00 PM,02/10/2015 05:56:00 PM,Residential property,Within the last year,5 Strongly Agree,4 Somewhat Agree,4 Somewhat Agree,5 Strongly Agree,4 Somewhat Agree,4 Somewhat Agree,Positive,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,University undergraduate degree,No,T5E,60-64
02/11/2015 07:41:00 PM,02/11/2015 08:21:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$150,000 and over",High school graduate,No,T6C,55-59
02/13/2015 01:05:00 PM,02/13/2015 01:24:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",Post-graduate degree,No,T5M,65-69
02/10/2015 11:56:00 PM,02/11/2015 12:10:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Other (Specify),Public Transit,Prefer not to answer,University undergraduate degree,No,T5K,65-69
02/10/2015 10:43:00 PM,02/10/2015 10:51:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Tablet,Safari,Own,Male,No,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T5H,50-54
02/12/2015 09:56:00 PM,02/12/2015 10:06:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Employed part-time (0-30 hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T5Z,55-59
02/11/2015 10:12:00 AM,02/11/2015 02:28:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$100,000 to $149,000",College / technical school graduate,No,T5K,60-64
02/10/2015 05:52:00 PM,02/10/2015 06:16:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Bicycle,"$50,000 to $59,999",College / technical school graduate,No,T5W,60-64
02/16/2015 09:26:00 PM,02/16/2015 09:49:00 PM,I don’t own property,,,,,,,,,Mac (OS X),Desktop,Firefox,Rent,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$40,000 to $49,999",University undergraduate degree,No,T6E,30-34
02/10/2015 07:55:00 PM,02/10/2015 08:19:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",College / technical school graduate,No,T6K,60-64
02/13/2015 03:22:00 PM,02/13/2015 03:38:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,Yes,English,Employed full-time (30+ hours a week),Yes,Public Transit,Walk,"$100,000 to $149,000",Post-graduate degree,No,T5M,35-39
02/13/2015 01:15:00 PM,02/13/2015 01:27:00 PM,Residential property,Within the last 3 months,4 Somewhat Agree,3 Neither,2 Somewhat Disagree,5 Strongly Agree,4 Somewhat Agree,4 Somewhat Agree,Don't know,Mac (OS X),Desktop,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T5R,35-39
02/13/2015 08:48:00 PM,02/13/2015 09:00:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/van as PASSENGER,Public Transit,"$100,000 to $149,000",Post-graduate degree,No,T6R,65-69
02/11/2015 12:07:00 AM,02/11/2015 12:33:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Firefox,Own,Female,Yes,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/Van as DRIVER,"$100,000 to $149,000",Post-graduate degree,No,T6C,35-39
02/13/2015 04:56:00 PM,02/16/2015 11:53:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T5T,55-59
02/13/2015 04:49:00 PM,02/13/2015 04:58:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Male,Yes,No,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Bicycle,Car/truck/Van as DRIVER,"$100,000 to $149,000",Post-graduate degree,No,T5N,35-39
02/13/2015 01:21:00 PM,02/13/2015 01:32:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,Post-graduate degree,No,T6W,65-69
02/13/2015 11:28:00 PM,02/13/2015 11:45:00 PM,Residential property,I don't recall,,,,,,,,iOS,Tablet,Safari,Own,Female,Yes,No,Greater than 5 years,No,Cantonese,Homemaker,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",High school graduate,No,T6J,40-44
02/10/2015 06:04:00 PM,02/10/2015 06:17:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Only have one mode of transportation,"$30,000 to $39,999",University undergraduate degree,No,T6J,70-74
02/13/2015 06:23:00 AM,02/13/2015 06:29:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",College / technical school graduate,No,T5N,70-74
02/16/2015 06:04:00 PM,02/16/2015 06:17:00 PM,I don’t own property,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,No,Greater than 5 years,No,English,Other (Specify),Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,University undergraduate degree,No,T5R,50-54
02/11/2015 07:29:00 PM,02/11/2015 07:40:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Retired,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,No,T5E,55-59
02/10/2015 06:13:00 PM,02/10/2015 06:21:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,Homemaker,No,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",College / technical school graduate,No,T5Z,55-59
02/10/2015 05:49:00 PM,02/11/2015 11:12:00 PM,Residential property,I don't recall,,,,,,,,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Retired,No,Car/truck/Van as DRIVER,Bicycle,"$100,000 to $149,000",University undergraduate degree,No,T6J,70-74
02/12/2015 10:41:00 PM,02/12/2015 10:49:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,iOS,Phone,Safari,Own,Male,Yes,No,Greater than 5 years,No,Panjabi (Punjabi),Employed full-time (30+ hours a week),No,Public Transit,Car/truck/Van as DRIVER,"$60,000 to $79,999",College / technical school graduate,No,T6T,40-44
02/16/2015 09:46:00 AM,02/16/2015 09:58:00 AM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Firefox,Own,I prefer not to answer,No,Yes,Greater than 5 years,Yes,English,Other (Specify),No,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",Post-graduate degree,No,T5M,60-64
02/11/2015 04:16:00 PM,02/11/2015 04:23:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Mac (OS X),Desktop,Google Chrome,,Female,No,Yes,,Yes,English,Employed full-time (30+ hours a week),Yes,Public Transit,Car/truck/van as PASSENGER,"$100,000 to $149,000",College / technical school graduate,No,,55-59
02/10/2015 04:02:00 PM,02/10/2015 04:19:00 PM,Residential property,I haven’t contacted the City within the last year,,,,,,,,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Employed full-time (30+ hours a week),Yes,Other (Specify),Car/truck/Van as DRIVER,"$100,000 to $149,000",High school graduate,No,T6C,50-54
